CLIENTNUM,Customer_Age,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Amt_per_Trans
768805383,0.4042553191489361,0.8,0.16666666666666666,0.5,0.3401899164694039,0.30870083432657924,0.39299381807477185,0.03527317236007567,0.248062015503876,0.43753365643511044,0.061061061061061066,0,0.04735408101476646
818770008,0.4893617021276596,1.0000000000000002,0.16666666666666666,0.3333333333333333,0.20611167040029993,0.3432657926102503,0.4536355607889314,0.043451652386780906,0.17829457364341086,1.0,0.10510510510510511,0,0.11682354674980666
713982108,0.5319148936170212,0.6000000000000001,0.16666666666666666,0.0,0.05984998957001244,0.0,0.7636149543715043,0.07661065984199399,0.07751937984496124,0.6281637049003771,0.0,0,0.4396945935358838
769911858,0.2978723404255319,0.4000000000000001,0.6666666666666666,0.16666666666666666,0.05667564552553534,1.0,0.41360023550191344,0.036775342160899074,0.07751937984496124,0.6281637049003771,0.7607607607607608,0,0.23040549053565254
709106358,0.2978723404255319,0.8,0.16666666666666666,0.0,0.09909092832935787,0.0,0.6402708272004709,0.01702459107599866,0.13953488372093023,0.6731287022078623,0.0,0,0.05848944164260533
713061558,0.3829787234042553,0.4000000000000001,0.16666666666666666,0.3333333333333333,0.07774724361125473,0.4954310687326182,0.4050632911392405,0.032157560921330805,0.10852713178294573,0.22778675282714056,0.31131131131131135,0,0.15314000697923566
810347208,0.5319148936170212,1.0000000000000002,0.16666666666666666,0.5,1.0000000000000002,0.8994835121176004,0.5813953488372093,0.04562145321019251,0.1627906976744186,0.1943995691976306,0.06606606606606608,0,0.13893344204920252
818906208,0.12765957446808507,0.2,0.3333333333333333,0.3333333333333333,0.8356899058882571,0.5546285260230434,0.648807771563144,0.057193724268387675,0.20155038759689922,0.19224555735056542,0.048048048048048055,0,0.13787528345190653
710930508,0.23404255319148937,0.8,0.3333333333333333,0.0,0.6322598004093393,1.0,0.987636149543715,0.04673417158117281,0.10852713178294573,0.31825525040387725,0.11311311311311313,0,0.2169595425775371
719661558,0.4680851063829786,1.0000000000000002,0.5,0.5,0.3088999537452725,0.66626936829559,0.4486311451280542,0.051797040169133196,0.17054263565891473,0.2374798061389338,0.14414414414414414,0,0.15137400837966433
708790833,0.34042553191489355,0.8,0.5,0.3333333333333333,0.1605220435520003,0.5828367103694875,0.24462761259935237,0.03844441971736953,0.248062015503876,0.18309100700053854,0.21721721721721723,0,0.05528802546210165
710821833,0.8297872340425531,1.0000000000000002,0.3333333333333333,0.5,0.23147619090807406,0.6305125148986889,0.4218428024727701,0.04473127851340826,0.12403100775193798,0.36725901992460963,0.1741741741741742,0,0.1835695213103107
710599683,0.6382978723404255,0.4000000000000001,1.0,0.0,0.3117719793093232,0.0,1.0,0.05724936018693669,0.05426356589147288,0.8750673128702209,0.0,0,0.4173591889353827
816082233,0.1914893617021276,0.8,0.16666666666666666,0.5,0.21490913818070786,0.6618990862137465,0.3423609066823668,0.04456437075776121,0.17829457364341086,0.5385029617662898,0.1951951951951952,0,0.12036661604048263
712396908,0.6595744680851062,0.8,0.3333333333333333,0.3333333333333333,0.03016231479214094,0.2701628923321414,0.3503090962614071,0.05897407366195616,0.14728682170542637,0.1645126548196015,0.2792792792792793,0,0.20461225153653909
714885258,0.3829787234042553,0.8,0.16666666666666666,0.3333333333333333,0.08451917757280586,0.38617401668653156,0.5025022078304386,0.04662289974407477,0.1317829457364341,0.45772751750134627,0.23023023023023026,0,0.1799885987152471
709967358,0.4680851063829786,1.0000000000000002,0.3333333333333333,0.5,0.8745680624710909,0.9384187524831148,0.5027965852222549,0.0645933014354067,0.1317829457364341,0.2501346257404416,0.07807807807807808,0,0.24992484976953502
753327333,0.31914893617021267,0.6000000000000001,0.6666666666666666,0.16666666666666666,0.3657055962173912,0.512912197059992,0.19222843685604946,0.028819405808389893,0.08527131782945738,0.43753365643511044,0.0950950950950951,0,0.17429719217212944
806160108,0.7446808510638298,0.2,0.3333333333333333,0.5,0.05304782376041866,1.0,0.5390050044156609,0.045955268721486586,0.15503875968992248,0.3077544426494346,0.7887887887887889,0,0.14846315551554332
709327383,0.4042553191489361,1.0000000000000002,0.16666666666666666,0.3333333333333333,0.39397237413725866,0.4596742153357171,0.284368560494554,0.038778235228663624,0.08527131782945738,0.2447495961227787,0.0800800800800801,0,0.22412793098170838
806165208,0.44680851063829785,0.8,0.3333333333333333,0.0,0.5907514730467959,0.7151370679380215,0.2667059169855755,0.03716479359074218,0.1317829457364341,0.2501346257404416,0.08608608608608609,0,0.14318004552877975
708508758,0.7659574468085105,0.2,0.5,0.5,0.0,0.0,0.308213129231675,0.01012573717592077,0.046511627906976744,0.16155088852988692,0.0,1,0.1409607062925369
784725333,0.31914893617021267,0.6000000000000001,0.3333333333333333,0.16666666666666666,0.09165389371086866,0.2701628923321414,0.4733588460406241,0.023422721709135414,0.06201550387596899,0.4229940764674206,0.15215215215215216,0,0.19048986241844515
